ROWID,Country,State lgd code,State,YearCode,Year,Residence type,Gender,Unemployment rate per 1000 population
927,India,23,Madhya Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,5
928,India,23,Madhya Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,39
929,India,23,Madhya Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,53
930,India,23,Madhya Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,50
931,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,2
932,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,6
933,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,5
934,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,14
935,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,41
936,India,23,Madhya Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,35
937,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,1
938,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,7
939,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,5
940,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,16
941,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,31
942,India,23,Madhya Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,28
943,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,4
944,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,8
945,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,7
946,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,36
947,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,27
948,India,23,Madhya Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,29
949,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,
950,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,6
951,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,4
952,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,35
953,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,24
954,India,23,Madhya Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,26
955,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,12
956,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,45
957,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,36
958,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,69
959,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,79
960,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,77
961,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,7
962,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,30
963,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,24
964,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,62
965,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,77
966,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,74
967,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,3
968,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,13
969,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,9
970,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,44
971,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,30
972,India,24,Gujarat,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,33
973,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,1
974,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,6
975,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,4
976,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,20
977,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,20
978,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,20
979,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,2
980,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,8
981,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,5
982,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,29
983,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,23
984,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,24
985,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,7
986,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,8
987,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,8
988,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,31
989,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,15
990,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,18
991,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,2
992,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,4
993,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,3
994,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,17
995,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,6
996,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,8
997,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,40
998,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,55
999,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,52
1000,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,43
1001,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,43
1002,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,43
1003,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,18
1004,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,38
1005,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,33
1006,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,25
1007,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,34
1008,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,32
1009,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,3
1010,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,12
1011,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,8
1012,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,47
1013,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,43
1014,India,27,Maharashtra,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,44
1015,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,7
1016,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,19
1017,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,14
1018,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,66
1019,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,56
1020,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,58
1021,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,3
1022,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,15
1023,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,10
1024,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,41
1025,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,35
1026,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,36
1027,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,4
1028,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,7
1029,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,6
1030,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,50
1031,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,28
1032,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,32
1033,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,3
1034,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,9
1035,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,7
1036,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,38
1037,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,18
1038,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,23
1039,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,28
1040,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,35
1041,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,33
1042,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,115
1043,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,62
1044,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,74
1045,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,33
1046,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,46
1047,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,42
1048,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,106
1049,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,52
1050,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,64
1051,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,1
1052,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,7
1053,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,4
1054,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,35
1055,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,28
1056,India,28,Andhra Pradesh,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,30
1057,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,5
1058,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,10
1059,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,8
1060,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,37
1061,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,40
1062,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,39
1063,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,4
1064,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,10
1065,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,7
1066,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,38
1067,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,36
1068,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,36
1069,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,9
1070,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,13
1071,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,12
1072,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,51
1073,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,25
1074,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,31
1075,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,5
1076,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,17
1077,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,12
1078,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,54
1079,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,39
1080,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,43
1081,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,23
1082,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,45
1083,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,36
1084,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,91
1085,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,54
1086,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,66
1087,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,39
1088,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,49
1089,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,45
1090,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,102
1091,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,62
1092,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,73
1093,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,4
1094,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,9
1095,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,7
1096,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,56
1097,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,29
1098,India,29,Karnataka,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,36
1099,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,3
1100,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,10
1101,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,7
1102,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,44
1103,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,30
1104,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,33
1105,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,8
1106,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,7
1107,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,7
1108,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,57
1109,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,19
1110,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,28
1111,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,4
1112,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,5
1113,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,5
1114,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,40
1115,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,24
1116,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,27
1117,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,4
1118,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,12
1119,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,9
1120,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,44
1121,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,24
1122,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,29
1123,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,34
1124,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,40
1125,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,39
1126,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,72
1127,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,63
1128,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,65
1129,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,14
1130,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,32
1131,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,27
1132,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,61
1133,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,50
1134,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,52
1135,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,129
1136,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,70
1137,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,90
1138,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,154
1139,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,80
1140,India,30,Goa,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,101
1141,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,159
1142,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,69
1143,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,93
1144,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,333
1145,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,147
1146,India,30,Goa,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,185
1147,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,157
1148,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,91
1149,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,111
1150,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,118
1151,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,76
1152,India,30,Goa,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,87
1153,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,99
1154,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,35
1155,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,47
1156,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,72
1157,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,35
1158,India,30,Goa,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,41
1159,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,8
1160,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,66
1161,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,51
1162,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,97
1163,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,29
1164,India,30,Goa,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,46
1165,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,210
1166,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,107
1167,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,139
1168,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,298
1169,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,60
1170,India,30,Goa,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,138
1171,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,197
1172,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,24
1173,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,80
1174,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,144
1175,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,69
1176,India,30,Goa,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,91
1177,India,31,Lakshadweep,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,428
1178,India,31,Lakshadweep,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,68
1179,India,31,Lakshadweep,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,169
1180,India,31,Lakshadweep,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,333
1181,India,31,Lakshadweep,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,140
1182,India,31,Lakshadweep,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,200
1183,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,429
1184,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,109
1185,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,194
1186,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",Urban,Female,179
1187,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",Urban,Male,65
1188,India,31,Lakshadweep,1999,"Calendar Year (Jan - Dec), 1999",Urban,Overall,100
1189,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",Rural,Female,571
1190,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",Rural,Male,9
1191,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",Rural,Overall,75
1192,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",Urban,Female,515
1193,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",Urban,Male,111
1194,India,31,Lakshadweep,2004,"Calendar Year (Jan - Dec), 2004",Urban,Overall,250
1195,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",Rural,Female,256
1196,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",Rural,Male,24
1197,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",Rural,Overall,97
1198,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",Urban,Female,28
1199,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",Urban,Male,87
1200,India,31,Lakshadweep,2009,"Calendar Year (Jan - Dec), 2009",Urban,Overall,57
1201,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",Rural,Female,435
1202,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",Rural,Male,79
1203,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",Rural,Overall,160
1204,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",Urban,Female,350
1205,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",Urban,Male,53
1206,India,31,Lakshadweep,2011,"Calendar Year (Jan - Dec), 2011",Urban,Overall,115
1207,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",Rural,Female,266
1208,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",Rural,Male,112
1209,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",Rural,Overall,133
1210,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",Urban,Female,565
1211,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",Urban,Male,132
1212,India,31,Lakshadweep,2017,"Calendar Year (Jan - Dec), 2017",Urban,Overall,253
1213,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",Rural,Female,456
1214,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",Rural,Male,392
1215,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",Rural,Overall,400
1216,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",Urban,Female,487
1217,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",Urban,Male,218
1218,India,31,Lakshadweep,2018,"Calendar Year (Jan - Dec), 2018",Urban,Overall,286
1219,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",Rural,Female,97
1220,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",Rural,Male,55
1221,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",Rural,Overall,69
1222,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",Urban,Female,187
1223,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",Urban,Male,66
1224,India,32,Kerala,1993,"Calendar Year (Jan - Dec), 1993",Urban,Overall,103
1225,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Rural,Female,130
1226,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Rural,Male,57
1227,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Rural,Overall,82
