srcStateName,srcYear,Type of production of crops,Crop type,Crop Production,Area,Estimate of yield,YearCode,Year
Tamil Nadu,2016-17,Non Foodgrains,Raw Jute & Mesta,,,,2016,"Financial Year (Apr - Mar), 2016"
Telangana,2018-19,Non Foodgrains,Oilseeds,589.2,321,1835,2018,"Financial Year (Apr - Mar), 2018"
Uttarakhand,2011-12,Vegetables,Vegetables,1066.7,89.3,,2011,"Financial Year (Apr - Mar), 2011"
Puducherry,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Meghalaya,2013-14,Foodgrains,Coarse Cereals,42.1,20.8,2021,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2014-15,Foodgrains,Wheat,3059,1112,,2014,"Financial Year (Apr - Mar), 2014"
Andhra Pradesh,2015-16,Non Foodgrains,Raw Jute & Mesta,44,5,1584,2015,"Financial Year (Apr - Mar), 2015"
Uttar Pradesh,2015-16,Foodgrains,Coarse Cereals,3460,1966,1760,2015,"Financial Year (Apr - Mar), 2015"
Nagaland,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Andhra Pradesh,2013-14,Foodgrains,Pulses,1061.8,1108.8,958,2013,"Financial Year (Apr - Mar), 2013"
Tripura,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Mizoram,2013-14,Vegetables,Vegetables,254.1,41.1,,2013,"Financial Year (Apr - Mar), 2013"
Delhi,2011-12,Foodgrains,Rice,19.8,6.9,2885,2011,"Financial Year (Apr - Mar), 2011"
Tripura,2014-15,Foodgrains,Coarse Cereals,5.9,4.5,1303,2014,"Financial Year (Apr - Mar), 2014"
Haryana,2016-17,Vegetables,Vegetables,6180.4,411.1,,2016,"Financial Year (Apr - Mar), 2016"
Chhattisgarh,2015-16,Fruits,Fruits,2294.7,209.9,,2015,"Financial Year (Apr - Mar), 2015"
Manipur,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Madhya Pradesh,2011-12,Non Foodgrains,Raw Jute & Mesta,2.1,4.4,86,2011,"Financial Year (Apr - Mar), 2011"
Puducherry,2015-16,Foodgrains,Rice,43.9,16.3,2698,2015,"Financial Year (Apr - Mar), 2015"
Jammu and Kashmir,2015-16,Vegetables,Vegetables,1386.4,62.6,,2015,"Financial Year (Apr - Mar), 2015"
Punjab,2013-14,Foodgrains,Coarse Cereals,553.8,142.8,3878,2013,"Financial Year (Apr - Mar), 2013"
Delhi,2017-18,Foodgrains,Wheat,83.4,19.4,4311,2017,"Financial Year (Apr - Mar), 2017"
Uttarakhand,2015-16,Foodgrains,Coarse Cereals,282.8,208.5,1356,2015,"Financial Year (Apr - Mar), 2015"
Punjab,2016-17,Fruits,Fruits,1818.2,86.7,,2016,"Financial Year (Apr - Mar), 2016"
Meghalaya,2014-15,Vegetables,Vegetables,534,44.6,,2014,"Financial Year (Apr - Mar), 2014"
Punjab,2016-17,Non Foodgrains,Sugarcane,7152,88,81273,2016,"Financial Year (Apr - Mar), 2016"
Tamil Nadu,2019-20,Non Foodgrains,Cotton (Lintt),418,170,418,2019,"Financial Year (Apr - Mar), 2019"
Odisha,2019-20,Non Foodgrains,Raw Jute & Mesta,25.2,4.8,938,2019,"Financial Year (Apr - Mar), 2019"
Uttarakhand,2014-15,Vegetables,Vegetables,1109.7,100.7,,2014,"Financial Year (Apr - Mar), 2014"
Puducherry,2014-15,Foodgrains,Pulses,1.2,1.9,630,2014,"Financial Year (Apr - Mar), 2014"
Gujarat,2019-20,Foodgrains,Rice,1983.1,904.4,2193,2019,"Financial Year (Apr - Mar), 2019"
Puducherry,2011-12,Non Foodgrains,Sugarcane,287.8,1.9,147658,2011,"Financial Year (Apr - Mar), 2011"
Telangana,2011-12,Fruits,Fruits,,,,2011,"Financial Year (Apr - Mar), 2011"
Nagaland,2018-19,Non Foodgrains,Oilseeds,69.5,66.2,1050,2018,"Financial Year (Apr - Mar), 2018"
Tripura,2016-17,Fruits,Fruits,559.9,57.8,,2016,"Financial Year (Apr - Mar), 2016"
Goa,2019-20,Non Foodgrains,Sugarcane,53.7,0.8,66194,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2011-12,Fruits,Fruits,10538,1560,,2011,"Financial Year (Apr - Mar), 2011"
Odisha,2018-19,Foodgrains,Wheat,0.6,0.4,1830,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2018-19,Foodgrains,Pulses,82.1,72,1141,2018,"Financial Year (Apr - Mar), 2018"
Mizoram,2014-15,Foodgrains,Pulses,6,4.2,1416,2014,"Financial Year (Apr - Mar), 2014"
Odisha,2012-13,Foodgrains,Wheat,4,2,1801,2012,"Financial Year (Apr - Mar), 2012"
Odisha,2015-16,Foodgrains,Rice,5875.4,3941.5,1491,2015,"Financial Year (Apr - Mar), 2015"
Kerala,2015-16,Foodgrains,Wheat,,,1947,2015,"Financial Year (Apr - Mar), 2015"
Bihar,2019-20,Foodgrains,Wheat,5579.7,2150.2,2595,2019,"Financial Year (Apr - Mar), 2019"
Himachal Pradesh,2016-17,Foodgrains,Wheat,704.2,346.4,,2016,"Financial Year (Apr - Mar), 2016"
Assam,2019-20,Non Foodgrains,Raw Jute & Mesta,811.7,67.5,2165,2019,"Financial Year (Apr - Mar), 2019"
Meghalaya,2014-15,Non Foodgrains,Raw Jute & Mesta,92.5,11.1,1504,2014,"Financial Year (Apr - Mar), 2014"
Uttar Pradesh,2018-19,Non Foodgrains,Sugarcane,179714.8,2224,80807,2018,"Financial Year (Apr - Mar), 2018"
Nagaland,2015-16,Foodgrains,Rice,318.8,201,1586,2015,"Financial Year (Apr - Mar), 2015"
Assam,2019-20,Fruits,Fruits,2562.3,168.9,,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2011-12,Non Foodgrains,Raw Jute & Mesta,19,15,228,2011,"Financial Year (Apr - Mar), 2011"
West Bengal,2018-19,Non Foodgrains,Cotton (Lintt),,,,2018,"Financial Year (Apr - Mar), 2018"
Arunachal Pradesh,2019-20,Foodgrains,Coarse Cereals,107.6,78.5,1371,2019,"Financial Year (Apr - Mar), 2019"
Goa,2013-14,Non Foodgrains,Sugarcane,47.7,0.9,54793,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2013-14,Foodgrains,Coarse Cereals,2819.7,898,3140,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2015-16,Foodgrains,Pulses,554.8,879.7,631,2015,"Financial Year (Apr - Mar), 2015"
West Bengal,2013-14,Foodgrains,Coarse Cereals,538.6,142.9,3769,2013,"Financial Year (Apr - Mar), 2013"
Manipur,2013-14,Foodgrains,Coarse Cereals,58.6,26.1,2246,2013,"Financial Year (Apr - Mar), 2013"
Andhra Pradesh,2019-20,Foodgrains,Coarse Cereals,2531.2,537,4714,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2012-13,Non Foodgrains,Raw Jute & Mesta,31,20,279,2012,"Financial Year (Apr - Mar), 2012"
Rajasthan,2016-17,Vegetables,Vegetables,1795.4,166.7,,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2014-15,Foodgrains,Wheat,330.4,171.1,3981,2014,"Financial Year (Apr - Mar), 2014"
Maharashtra,2017-18,Non Foodgrains,Cotton (Lintt),6094,4351,238,2017,"Financial Year (Apr - Mar), 2017"
Meghalaya,2011-12,Vegetables,Vegetables,385,39.5,,2011,"Financial Year (Apr - Mar), 2011"
Karnataka,2019-20,Vegetables,Vegetables,6950.5,365.5,,2019,"Financial Year (Apr - Mar), 2019"
Jammu and Kashmir,2013-14,Non Foodgrains,Sugarcane,,,1000,2013,"Financial Year (Apr - Mar), 2013"
Delhi,2018-19,Foodgrains,Pulses,0,,2000,2018,"Financial Year (Apr - Mar), 2018"
Assam,2018-19,Non Foodgrains,Raw Jute & Mesta,781.4,69.1,2036,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2017-18,Fruits,Fruits,793.4,64,,2017,"Financial Year (Apr - Mar), 2017"
Goa,2014-15,Foodgrains,Wheat,,,2751,2014,"Financial Year (Apr - Mar), 2014"
Meghalaya,2012-13,Non Foodgrains,Raw Jute & Mesta,53.2,8,1194,2012,"Financial Year (Apr - Mar), 2012"
Uttarakhand,2018-19,Non Foodgrains,Sugarcane,6329.3,91,69553,2018,"Financial Year (Apr - Mar), 2018"
Chhattisgarh,2014-15,Non Foodgrains,Raw Jute & Mesta,2.1,1.1,344,2014,"Financial Year (Apr - Mar), 2014"
Andhra Pradesh,2012-13,Foodgrains,Rice,6862.4,2209.6,3106,2012,"Financial Year (Apr - Mar), 2012"
Arunachal Pradesh,2015-16,Foodgrains,Rice,204,128.8,1584,2015,"Financial Year (Apr - Mar), 2015"
Himachal Pradesh,2018-19,Non Foodgrains,Oilseeds,6.1,10.3,590,2018,"Financial Year (Apr - Mar), 2018"
Odisha,2015-16,Foodgrains,Wheat,1,0.8,1831,2015,"Financial Year (Apr - Mar), 2015"
Telangana,2015-16,Foodgrains,Coarse Cereals,1834,657,2791,2015,"Financial Year (Apr - Mar), 2015"
Uttar Pradesh,2019-20,Foodgrains,Coarse Cereals,4388.5,1989,2206,2019,"Financial Year (Apr - Mar), 2019"
Gujarat,2014-15,Foodgrains,Pulses,574.5,591,972,2014,"Financial Year (Apr - Mar), 2014"
Puducherry,2012-13,Foodgrains,Coarse Cereals,0.2,,5667,2012,"Financial Year (Apr - Mar), 2012"
Bihar,2019-20,Foodgrains,Coarse Cereals,2020.9,689.2,2932,2019,"Financial Year (Apr - Mar), 2019"
Odisha,2017-18,Non Foodgrains,Raw Jute & Mesta,44.2,7.2,1105,2017,"Financial Year (Apr - Mar), 2017"
Tamil Nadu,2017-18,Foodgrains,Pulses,556.3,824.7,675,2017,"Financial Year (Apr - Mar), 2017"
Kerala,2013-14,Vegetables,Vegetables,3572.7,147.7,,2013,"Financial Year (Apr - Mar), 2013"
Telangana,2012-13,Non Foodgrains,Raw Jute & Mesta,1,,,2012,"Financial Year (Apr - Mar), 2012"
Uttarakhand,2013-14,Foodgrains,Rice,578.6,252.8,2289,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2011-12,Vegetables,Vegetables,9068.5,306.7,,2011,"Financial Year (Apr - Mar), 2011"
Mizoram,2013-14,Non Foodgrains,Oilseeds,2.4,2.1,1146,2013,"Financial Year (Apr - Mar), 2013"
Meghalaya,2012-13,Non Foodgrains,Cotton (Lintt),,,,2012,"Financial Year (Apr - Mar), 2012"
Tripura,2013-14,Foodgrains,Coarse Cereals,5.9,4.6,1279,2013,"Financial Year (Apr - Mar), 2013"
Uttarakhand,2019-20,Non Foodgrains,Oilseeds,25.1,26.5,947,2019,"Financial Year (Apr - Mar), 2019"
Tripura,2017-18,Foodgrains,Wheat,0.4,0.2,2031,2017,"Financial Year (Apr - Mar), 2017"
Mizoram,2013-14,Non Foodgrains,Sugarcane,7,1.4,4908,2013,"Financial Year (Apr - Mar), 2013"
Chhattisgarh,2011-12,Fruits,Fruits,1569.2,185.2,,2011,"Financial Year (Apr - Mar), 2011"
Tripura,2018-19,Foodgrains,Pulses,18.9,25.9,732,2018,"Financial Year (Apr - Mar), 2018"
Jammu and Kashmir,2012-13,Foodgrains,Wheat,462.4,290,,2012,"Financial Year (Apr - Mar), 2012"
Manipur,2012-13,Foodgrains,Pulses,28.3,30.3,935,2012,"Financial Year (Apr - Mar), 2012"
Jharkhand,2019-20,Vegetables,Vegetables,3562.6,295.9,,2019,"Financial Year (Apr - Mar), 2019"
Tamil Nadu,2016-17,Foodgrains,Rice,2369.4,1442.8,1642,2016,"Financial Year (Apr - Mar), 2016"
Himachal Pradesh,2013-14,Non Foodgrains,Oilseeds,6.1,12.5,490,2013,"Financial Year (Apr - Mar), 2013"
Uttarakhand,2011-12,Non Foodgrains,Sugarcane,6311,108,58435,2011,"Financial Year (Apr - Mar), 2011"
Haryana,2015-16,Fruits,Fruits,737.8,60.9,,2015,"Financial Year (Apr - Mar), 2015"
Kerala,2019-20,Vegetables,Vegetables,2683.7,84.3,,2019,"Financial Year (Apr - Mar), 2019"
Jammu and Kashmir,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Bihar,2011-12,Non Foodgrains,Oilseeds,139.5,133.4,1046,2011,"Financial Year (Apr - Mar), 2011"
Andhra Pradesh,2019-20,Foodgrains,Rice,8658.9,2300.1,3765,2019,"Financial Year (Apr - Mar), 2019"
Mizoram,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
West Bengal,2019-20,Foodgrains,Rice,15881.4,5491,2926,2019,"Financial Year (Apr - Mar), 2019"
Tamil Nadu,2016-17,Non Foodgrains,Sugarcane,18987.6,218.3,86995,2016,"Financial Year (Apr - Mar), 2016"
Haryana,2014-15,Foodgrains,Pulses,56.1,83.2,674,2014,"Financial Year (Apr - Mar), 2014"
Jharkhand,2011-12,Fruits,Fruits,850.2,83.8,,2011,"Financial Year (Apr - Mar), 2011"
Nagaland,2016-17,Non Foodgrains,Sugarcane,192.4,4.4,43527,2016,"Financial Year (Apr - Mar), 2016"
Himachal Pradesh,2012-13,Foodgrains,Coarse Cereals,700.8,326.9,2144,2012,"Financial Year (Apr - Mar), 2012"
Gujarat,2018-19,Foodgrains,Wheat,2407.4,797.2,,2018,"Financial Year (Apr - Mar), 2018"
Uttarakhand,2018-19,Foodgrains,Coarse Cereals,251.7,192,1311,2018,"Financial Year (Apr - Mar), 2018"
Karnataka,2018-19,Foodgrains,Coarse Cereals,5519.9,3013.2,1832,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2019-20,Non Foodgrains,Sugarcane,7730.4,96.3,80274,2019,"Financial Year (Apr - Mar), 2019"
West Bengal,2014-15,Foodgrains,Wheat,939.3,334.6,2807,2014,"Financial Year (Apr - Mar), 2014"
Chhattisgarh,2013-14,Foodgrains,Wheat,134,102.8,1304,2013,"Financial Year (Apr - Mar), 2013"
Chhattisgarh,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Manipur,2013-14,Vegetables,Vegetables,271,25.2,,2013,"Financial Year (Apr - Mar), 2013"
Uttarakhand,2018-19,Fruits,Fruits,670.6,178.8,,2018,"Financial Year (Apr - Mar), 2018"
Uttar Pradesh,2017-18,Foodgrains,Pulses,2200,2262,973,2017,"Financial Year (Apr - Mar), 2017"
Nagaland,2014-15,Foodgrains,Rice,454.2,195.2,2326,2014,"Financial Year (Apr - Mar), 2014"
Madhya Pradesh,2017-18,Non Foodgrains,Cotton (Lintt),1620,603,457,2017,"Financial Year (Apr - Mar), 2017"
Karnataka,2014-15,Non Foodgrains,Raw Jute & Mesta,1,1,180,2014,"Financial Year (Apr - Mar), 2014"
Assam,2019-20,Foodgrains,Coarse Cereals,131.3,41.8,3137,2019,"Financial Year (Apr - Mar), 2019"
Uttar Pradesh,2014-15,Non Foodgrains,Oilseeds,787.2,1127,698,2014,"Financial Year (Apr - Mar), 2014"
Mizoram,2015-16,Vegetables,Vegetables,179,45.2,,2015,"Financial Year (Apr - Mar), 2015"
Assam,2019-20,Non Foodgrains,Oilseeds,192.4,310.8,619,2019,"Financial Year (Apr - Mar), 2019"
Chhattisgarh,2012-13,Non Foodgrains,Oilseeds,215,297.5,723,2012,"Financial Year (Apr - Mar), 2012"
West Bengal,2015-16,Foodgrains,Coarse Cereals,732.7,169.6,4320,2015,"Financial Year (Apr - Mar), 2015"
Rajasthan,2013-14,Non Foodgrains,Raw Jute & Mesta,,,,2013,"Financial Year (Apr - Mar), 2013"
Haryana,2012-13,Non Foodgrains,Oilseeds,993.1,580.2,1712,2012,"Financial Year (Apr - Mar), 2012"
Puducherry,2014-15,Foodgrains,Wheat,,,1650,2014,"Financial Year (Apr - Mar), 2014"
Bihar,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Manipur,2019-20,Fruits,Fruits,528,47.9,,2019,"Financial Year (Apr - Mar), 2019"
Uttar Pradesh,2011-12,Non Foodgrains,Sugarcane,128819,2162,59583,2011,"Financial Year (Apr - Mar), 2011"
Karnataka,2013-14,Non Foodgrains,Raw Jute & Mesta,,,,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2012-13,Foodgrains,Pulses,209.9,507.6,413,2012,"Financial Year (Apr - Mar), 2012"
Puducherry,2017-18,Foodgrains,Rice,42.5,17.4,2446,2017,"Financial Year (Apr - Mar), 2017"
Tripura,2014-15,Foodgrains,Wheat,0.3,0.1,2143,2014,"Financial Year (Apr - Mar), 2014"
Telangana,2019-20,Fruits,Fruits,1951.4,177.2,,2019,"Financial Year (Apr - Mar), 2019"
Maharashtra,2012-13,Non Foodgrains,Oilseeds,5086.8,3806,1337,2012,"Financial Year (Apr - Mar), 2012"
Haryana,2011-12,Vegetables,Vegetables,5068.4,356.8,,2011,"Financial Year (Apr - Mar), 2011"
Mizoram,2015-16,Non Foodgrains,Sugarcane,51.3,1.5,33249,2015,"Financial Year (Apr - Mar), 2015"
Madhya Pradesh,2013-14,Non Foodgrains,Cotton (Lintt),1730,514,572,2013,"Financial Year (Apr - Mar), 2013"
Punjab,2012-13,Non Foodgrains,Oilseeds,69.4,51.4,1350,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2015-16,Foodgrains,Rice,7517.1,2000.2,3758,2015,"Financial Year (Apr - Mar), 2015"
Assam,2018-19,Foodgrains,Coarse Cereals,108,37.5,2883,2018,"Financial Year (Apr - Mar), 2018"
Mizoram,2014-15,Foodgrains,Coarse Cereals,8.6,5.7,1515,2014,"Financial Year (Apr - Mar), 2014"
Assam,2015-16,Foodgrains,Rice,5125.1,2485,2062,2015,"Financial Year (Apr - Mar), 2015"
Goa,2012-13,Foodgrains,Coarse Cereals,0.1,,1041,2012,"Financial Year (Apr - Mar), 2012"
Jammu and Kashmir,2018-19,Vegetables,Vegetables,1337.1,60.1,,2018,"Financial Year (Apr - Mar), 2018"
Tripura,2016-17,Foodgrains,Rice,814.6,277.1,2940,2016,"Financial Year (Apr - Mar), 2016"
Nagaland,2016-17,Foodgrains,Coarse Cereals,149.5,80.8,1850,2016,"Financial Year (Apr - Mar), 2016"
Jharkhand,2017-18,Foodgrains,Coarse Cereals,617.9,317.7,1945,2017,"Financial Year (Apr - Mar), 2017"
Chhattisgarh,2019-20,Non Foodgrains,Oilseeds,159,221,720,2019,"Financial Year (Apr - Mar), 2019"
Sikkim,2016-17,Foodgrains,Rice,19.7,10.7,1847,2016,"Financial Year (Apr - Mar), 2016"
Goa,2016-17,Non Foodgrains,Oilseeds,4,1.7,2352,2016,"Financial Year (Apr - Mar), 2016"
Manipur,2014-15,Non Foodgrains,Cotton (Lintt),,,,2014,"Financial Year (Apr - Mar), 2014"
Telangana,2017-18,Foodgrains,Pulses,514,572,899,2017,"Financial Year (Apr - Mar), 2017"
Tamil Nadu,2012-13,Non Foodgrains,Oilseeds,816.9,388.5,2103,2012,"Financial Year (Apr - Mar), 2012"
Goa,2018-19,Foodgrains,Pulses,6.3,6.2,1018,2018,"Financial Year (Apr - Mar), 2018"
Haryana,2018-19,Non Foodgrains,Sugarcane,8505,108.7,78243,2018,"Financial Year (Apr - Mar), 2018"
Madhya Pradesh,2016-17,Non Foodgrains,Raw Jute & Mesta,7,8,158,2016,"Financial Year (Apr - Mar), 2016"
Jammu and Kashmir,2011-12,Fruits,Fruits,2329.9,455.7,,2011,"Financial Year (Apr - Mar), 2011"
Telangana,2013-14,Foodgrains,Rice,5755,1912.4,3009,2013,"Financial Year (Apr - Mar), 2013"
Gujarat,2013-14,Non Foodgrains,Oilseeds,6870.4,3079,2231,2013,"Financial Year (Apr - Mar), 2013"
Odisha,2011-12,Vegetables,Vegetables,9520.6,690.1,,2011,"Financial Year (Apr - Mar), 2011"
Manipur,2014-15,Foodgrains,Wheat,5.6,2.2,2850,2014,"Financial Year (Apr - Mar), 2014"
Puducherry,2015-16,Foodgrains,Pulses,0.8,3.3,241,2015,"Financial Year (Apr - Mar), 2015"
Meghalaya,2011-12,Foodgrains,Rice,216.5,108.9,1988,2011,"Financial Year (Apr - Mar), 2011"
Delhi,2013-14,Foodgrains,Pulses,0.1,,1500,2013,"Financial Year (Apr - Mar), 2013"
Tamil Nadu,2017-18,Non Foodgrains,Raw Jute & Mesta,,,,2017,"Financial Year (Apr - Mar), 2017"
Goa,2018-19,Non Foodgrains,Oilseeds,1,0.4,2345,2018,"Financial Year (Apr - Mar), 2018"
Himachal Pradesh,2011-12,Foodgrains,Wheat,595.8,356.6,1671,2011,"Financial Year (Apr - Mar), 2011"
Jammu and Kashmir,2017-18,Non Foodgrains,Sugarcane,0,,,2017,"Financial Year (Apr - Mar), 2017"
Punjab,2014-15,Non Foodgrains,Oilseeds,57.7,45.6,1265,2014,"Financial Year (Apr - Mar), 2014"
Sikkim,2012-13,Vegetables,Vegetables,132.5,25.6,,2012,"Financial Year (Apr - Mar), 2012"
Tamil Nadu,2012-13,Foodgrains,Coarse Cereals,1333,624.4,2135,2012,"Financial Year (Apr - Mar), 2012"
West Bengal,2016-17,Foodgrains,Coarse Cereals,721.6,176.4,4090,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2017-18,Non Foodgrains,Cotton (Lintt),,,,2017,"Financial Year (Apr - Mar), 2017"
Meghalaya,2012-13,Vegetables,Vegetables,403.4,40.5,,2012,"Financial Year (Apr - Mar), 2012"
Madhya Pradesh,2016-17,Non Foodgrains,Sugarcane,4730,92,51413,2016,"Financial Year (Apr - Mar), 2016"
Nagaland,2018-19,Foodgrains,Wheat,6.3,3.4,1931,2018,"Financial Year (Apr - Mar), 2018"
Chhattisgarh,2017-18,Non Foodgrains,Oilseeds,122.9,266.5,461,2017,"Financial Year (Apr - Mar), 2017"
Rajasthan,2015-16,Non Foodgrains,Raw Jute & Mesta,,,,2015,"Financial Year (Apr - Mar), 2015"
Bihar,2011-12,Foodgrains,Coarse Cereals,1648.3,705.7,2336,2011,"Financial Year (Apr - Mar), 2011"
Andhra Pradesh,2012-13,Non Foodgrains,Cotton (Lintt),2025.2,588.5,585,2012,"Financial Year (Apr - Mar), 2012"
Kerala,2012-13,Vegetables,Vegetables,3446.9,146.1,,2012,"Financial Year (Apr - Mar), 2012"
Assam,2011-12,Non Foodgrains,Raw Jute & Mesta,638.8,71.6,1605,2011,"Financial Year (Apr - Mar), 2011"
Manipur,2016-17,Foodgrains,Pulses,30.3,31.1,973,2016,"Financial Year (Apr - Mar), 2016"
Haryana,2014-15,Foodgrains,Wheat,10354,2601,,2014,"Financial Year (Apr - Mar), 2014"
Bihar,2011-12,Foodgrains,Pulses,511.3,524.3,975,2011,"Financial Year (Apr - Mar), 2011"
Karnataka,2016-17,Foodgrains,Coarse Cereals,5281,3179,1661,2016,"Financial Year (Apr - Mar), 2016"
Tripura,2012-13,Foodgrains,Pulses,6,8.5,705,2012,"Financial Year (Apr - Mar), 2012"
West Bengal,2019-20,Non Foodgrains,Cotton (Lintt),,,,2019,"Financial Year (Apr - Mar), 2019"
Puducherry,2016-17,Foodgrains,Rice,52.2,16.2,3219,2016,"Financial Year (Apr - Mar), 2016"
Uttar Pradesh,2016-17,Non Foodgrains,Cotton (Lintt),,,,2016,"Financial Year (Apr - Mar), 2016"
Chhattisgarh,2012-13,Foodgrains,Coarse Cereals,244.7,263.7,928,2012,"Financial Year (Apr - Mar), 2012"
Madhya Pradesh,2019-20,Non Foodgrains,Cotton (Lintt),1646,650,430,2019,"Financial Year (Apr - Mar), 2019"
Meghalaya,2011-12,Non Foodgrains,Raw Jute & Mesta,50.4,7.6,1197,2011,"Financial Year (Apr - Mar), 2011"
Uttarakhand,2016-17,Non Foodgrains,Sugarcane,6477,93,69645,2016,"Financial Year (Apr - Mar), 2016"
Telangana,2016-17,Foodgrains,Pulses,536,695,771,2016,"Financial Year (Apr - Mar), 2016"
Arunachal Pradesh,2016-17,Fruits,Fruits,124.4,48.7,,2016,"Financial Year (Apr - Mar), 2016"
Andhra Pradesh,2013-14,Non Foodgrains,Oilseeds,1022.7,1398.9,731,2013,"Financial Year (Apr - Mar), 2013"
Rajasthan,2011-12,Non Foodgrains,Cotton (Lintt),1335,470,483,2011,"Financial Year (Apr - Mar), 2011"
Kerala,2011-12,Vegetables,Vegetables,3626,149.1,,2011,"Financial Year (Apr - Mar), 2011"
Chhattisgarh,2016-17,Fruits,Fruits,2480.4,220.9,,2016,"Financial Year (Apr - Mar), 2016"
Himachal Pradesh,2014-15,Vegetables,Vegetables,1585.4,83.8,,2014,"Financial Year (Apr - Mar), 2014"
Telangana,2012-13,Non Foodgrains,Oilseeds,722.8,505.5,1430,2012,"Financial Year (Apr - Mar), 2012"
Mizoram,2011-12,Foodgrains,Rice,54.3,38.5,1411,2011,"Financial Year (Apr - Mar), 2011"
Uttarakhand,2012-13,Foodgrains,Coarse Cereals,338.4,249.7,1355,2012,"Financial Year (Apr - Mar), 2012"
West Bengal,2018-19,Foodgrains,Wheat,337.8,112.1,3012,2018,"Financial Year (Apr - Mar), 2018"
Delhi,2012-13,Foodgrains,Pulses,0.7,0.3,2097,2012,"Financial Year (Apr - Mar), 2012"
West Bengal,2013-14,Non Foodgrains,Raw Jute & Mesta,8882.4,574.8,2781,2013,"Financial Year (Apr - Mar), 2013"
Manipur,2017-18,Non Foodgrains,Oilseeds,32.8,37.7,870,2017,"Financial Year (Apr - Mar), 2017"
Delhi,2016-17,Foodgrains,Pulses,0.1,,2120,2016,"Financial Year (Apr - Mar), 2016"
Sikkim,2014-15,Foodgrains,Coarse Cereals,75.9,47,1614,2014,"Financial Year (Apr - Mar), 2014"
Telangana,2016-17,Non Foodgrains,Raw Jute & Mesta,,,,2016,"Financial Year (Apr - Mar), 2016"
Manipur,2017-18,Non Foodgrains,Sugarcane,348,6,58000,2017,"Financial Year (Apr - Mar), 2017"
West Bengal,2015-16,Non Foodgrains,Cotton (Lintt),,,,2015,"Financial Year (Apr - Mar), 2015"
Rajasthan,2011-12,Foodgrains,Rice,253.4,134.3,1886,2011,"Financial Year (Apr - Mar), 2011"
Tamil Nadu,2015-16,Non Foodgrains,Oilseeds,932.2,407.1,2290,2015,"Financial Year (Apr - Mar), 2015"
Sikkim,2014-15,Fruits,Fruits,0,0,,2014,"Financial Year (Apr - Mar), 2014"
Uttar Pradesh,2016-17,Non Foodgrains,Sugarcane,140169.2,2160,64893,2016,"Financial Year (Apr - Mar), 2016"
Puducherry,2018-19,Non Foodgrains,Sugarcane,187.7,1.4,130000,2018,"Financial Year (Apr - Mar), 2018"
Rajasthan,2019-20,Fruits,Fruits,994.4,61.6,,2019,"Financial Year (Apr - Mar), 2019"
Odisha,2015-16,Non Foodgrains,Raw Jute & Mesta,56.8,9.9,1033,2015,"Financial Year (Apr - Mar), 2015"
Nagaland,2013-14,Non Foodgrains,Raw Jute & Mesta,7.8,4.9,289,2013,"Financial Year (Apr - Mar), 2013"
Delhi,2011-12,Non Foodgrains,Oilseeds,4.9,4,1251,2011,"Financial Year (Apr - Mar), 2011"
Tripura,2011-12,Foodgrains,Wheat,0.5,0.3,2000,2011,"Financial Year (Apr - Mar), 2011"
Jharkhand,2015-16,Fruits,Fruits,961.2,96.5,,2015,"Financial Year (Apr - Mar), 2015"
Gujarat,2019-20,Foodgrains,Coarse Cereals,1786.3,934.4,1912,2019,"Financial Year (Apr - Mar), 2019"
Madhya Pradesh,2015-16,Non Foodgrains,Sugarcane,5281,103,51272,2015,"Financial Year (Apr - Mar), 2015"
Punjab,2015-16,Fruits,Fruits,1790.9,85.5,,2015,"Financial Year (Apr - Mar), 2015"
