ROWID,Country,State lgd code,State,YearCode,Year,Type of production of crops,Crop type,Crop production,Area,Estimate of yield
6331,India,29,Karnataka,2005,"Financial Year (Apr - Mar), 2005",Fruits,Fruits,4241.8,263,
6332,India,29,Karnataka,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Cotton (Lintt),554,413,228
6333,India,29,Karnataka,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Oilseeds,1715,2857,600
6334,India,29,Karnataka,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Raw Jute & Mesta,2.7,2.1,231
6335,India,29,Karnataka,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Sugarcane,18267,219,83411
6336,India,29,Karnataka,2005,"Financial Year (Apr - Mar), 2005",Vegetables,Vegetables,4578.7,382.2,
6337,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Coarse Cereals,5055,3413,1481
6338,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Pulses,893,2369,377
6339,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Rice,3446,1395,2470
6340,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Wheat,205,269,762
6341,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Fruits,Fruits,4735.7,278.3,
6342,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Cotton (Lintt),610,376,276
6343,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Oilseeds,1125,2354,478
6344,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Raw Jute & Mesta,1,1,180
6345,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Sugarcane,28669.7,326,87944
6346,India,29,Karnataka,2006,"Financial Year (Apr - Mar), 2006",Vegetables,Vegetables,5478.5,412,
6347,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Coarse Cereals,6943,3796,1829
6348,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Pulses,1265,2383,531
6349,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Rice,3717,1416,2625
6350,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Wheat,261,276,946
6351,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Fruits,Fruits,5000.6,299.9,
6352,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Cotton (Lintt),778,403,328
6353,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Oilseeds,1549,2276,681
6354,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Raw Jute & Mesta,1,1,180
6355,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Sugarcane,26240,306,85752
6356,India,29,Karnataka,2007,"Financial Year (Apr - Mar), 2007",Vegetables,Vegetables,7367.1,427.4,
6357,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Coarse Cereals,6254,3591,1742
6358,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Pulses,972,2087,466
6359,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Rice,3802,1514,2511
6360,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Wheat,247,269,918
6361,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Fruits,Fruits,5269.8,315.4,
6362,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Cotton (Lintt),866,409,360
6363,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Oilseeds,1212,2178,556
6364,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Raw Jute & Mesta,1,1,180
6365,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Sugarcane,23328,281,83018
6366,India,29,Karnataka,2008,"Financial Year (Apr - Mar), 2008",Vegetables,Vegetables,7724.9,448,
6367,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Coarse Cereals,5895,3706,1591
6368,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Pulses,1118,2479,451
6369,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Rice,3691,1487,2482
6370,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Foodgrains,Wheat,251,283,887
6371,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Fruits,Fruits,5712.4,351,
6372,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Cotton (Lintt),868.2,457,323
6373,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Oilseeds,1005,2001,502
6374,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Raw Jute & Mesta,1,1,180
6375,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Non Foodgrains,Sugarcane,30443,337,90335
6376,India,29,Karnataka,2009,"Financial Year (Apr - Mar), 2009",Vegetables,Vegetables,7082.2,441.2,
6377,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Coarse Cereals,7845.3,3652.1,2148
6378,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Pulses,1565,2792,561
6379,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Rice,4188,1540,2719
6380,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Foodgrains,Wheat,279,255,1094
6381,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Fruits,Fruits,6273.6,377.8,
6382,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Cotton (Lintt),1200,545,374
6383,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Oilseeds,1270,1624,782
6384,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Raw Jute & Mesta,1,2,90
6385,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Non Foodgrains,Sugarcane,39657,423,93752
6386,India,29,Karnataka,2010,"Financial Year (Apr - Mar), 2010",Vegetables,Vegetables,9056.4,466.3,
6387,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Coarse Cereals,6813,3481,1957
6388,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Pulses,1134.1,2303,492
6389,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Rice,3955,1416,5795
6390,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Foodgrains,Wheat,193,225,858
6391,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Fruits,Fruits,6428.1,371,
6392,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Cotton (Lintt),1200,554,368
6393,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Oilseeds,942,1416,665
6394,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Raw Jute & Mesta,1,1,180
6395,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Non Foodgrains,Sugarcane,38808,430,90251
6396,India,29,Karnataka,2011,"Financial Year (Apr - Mar), 2011",Vegetables,Vegetables,7662.5,454.7,
6397,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Coarse Cereals,6061,3527,1718
6398,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Pulses,1259.3,2269,555
6399,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Rice,3364,1278,2632
6400,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Foodgrains,Wheat,179,225,1671
6401,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Fruits,Fruits,6619.6,388.2,
6402,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Cotton (Lintt),1255,485,440
6403,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Oilseeds,919.6,1422,647
6404,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Raw Jute & Mesta,,,
6405,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Non Foodgrains,Sugarcane,35732,425,84075
6406,India,29,Karnataka,2012,"Financial Year (Apr - Mar), 2012",Vegetables,Vegetables,7841.9,436.6,
6407,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Coarse Cereals,6825.8,3491,1955
6408,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Pulses,1600.5,2498,641
6409,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Rice,3572.6,1340,2666
6410,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Foodgrains,Wheat,210,209,1873
6411,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Fruits,Fruits,6652.4,396,
6412,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Cotton (Lintt),1875,662,481
6413,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Oilseeds,1162,1410,824
6414,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Raw Jute & Mesta,,,
6415,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Non Foodgrains,Sugarcane,37905,420,90250
6416,India,29,Karnataka,2013,"Financial Year (Apr - Mar), 2013",Vegetables,Vegetables,7500.7,418.7,
6417,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Coarse Cereals,6946,3349,2074
6418,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Pulses,1390,2313,601
6419,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Rice,3541,1326,2670
6420,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Foodgrains,Wheat,261,198,1957
6421,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Fruits,Fruits,6799.9,400.2,
6422,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Cotton (Lintt),2311,875,449
6423,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Oilseeds,959,1373,698
6424,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Raw Jute & Mesta,1,1,180
6425,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Non Foodgrains,Sugarcane,43776,480,91200
6426,India,29,Karnataka,2014,"Financial Year (Apr - Mar), 2014",Vegetables,Vegetables,8828.4,485.9,
6427,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Coarse Cereals,5608.2,3223,1740
6428,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Pulses,1138.8,2823,403
6429,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Rice,3021,1110,2722
6430,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Foodgrains,Wheat,156,174,1958
6431,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Fruits,Fruits,7023.7,415.4,
6432,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Cotton (Lintt),2000,642,530
6433,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Oilseeds,749.7,1286,583
6434,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Raw Jute & Mesta,,,
6435,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Non Foodgrains,Sugarcane,37833.8,450,84075
6436,India,29,Karnataka,2015,"Financial Year (Apr - Mar), 2015",Vegetables,Vegetables,7804.6,460.4,
6437,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Coarse Cereals,5281,3179,1661
6438,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Pulses,1737.9,2965.7,586
6439,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Rice,2604.8,1034,2519
6440,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Foodgrains,Wheat,171,168,2033
6441,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Fruits,Fruits,7218.4,418.3,
6442,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Cotton (Lintt),1010,510,337
6443,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Oilseeds,805.8,1293,623
6444,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Raw Jute & Mesta,0.1,0.1,180
6445,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Non Foodgrains,Sugarcane,27378,397,68962
6446,India,29,Karnataka,2016,"Financial Year (Apr - Mar), 2016",Vegetables,Vegetables,8167.2,488.9,
6447,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Coarse Cereals,6592.6,3438,1918
6448,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Pulses,1951.2,3023.7,645
6449,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Rice,3017.1,993,3038
6450,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Foodgrains,Wheat,230.3,193,1774
6451,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Fruits,Fruits,7133.9,431.6,
6452,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Cotton (Lintt),1844,547,573
6453,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Oilseeds,970.7,1099,883
6454,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Raw Jute & Mesta,,,
6455,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Non Foodgrains,Sugarcane,31135.2,370.3,84081
6456,India,29,Karnataka,2017,"Financial Year (Apr - Mar), 2017",Vegetables,Vegetables,8394.2,483.2,
6457,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Coarse Cereals,5519.9,3013.2,1832
6458,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Pulses,1773.9,3356.7,528
6459,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Rice,3431,1139.1,3012
6460,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Foodgrains,Wheat,163.6,150.1,1770
6461,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Fruits,Fruits,6567.3,395.6,
6462,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Cotton (Lintt),1400,718,331
6463,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Oilseeds,782.6,949.2,824
6464,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Raw Jute & Mesta,,,
6465,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Non Foodgrains,Sugarcane,42408,471.2,90000
6466,India,29,Karnataka,2018,"Financial Year (Apr - Mar), 2018",Vegetables,Vegetables,7044.9,430.9,
6467,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Coarse Cereals,6813.6,3262.6,2088
6468,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Pulses,2155.9,3111.5,693
6469,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Rice,3634.5,1185,3067
6470,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Foodgrains,Wheat,179.7,150,1970
6471,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Fruits,Fruits,6558.4,373.8,
6472,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Cotton (Lintt),2330,817,485
6473,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Oilseeds,1039.7,1014,1025
6474,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Raw Jute & Mesta,,,
6475,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Non Foodgrains,Sugarcane,38181,429,89000
6476,India,29,Karnataka,2019,"Financial Year (Apr - Mar), 2019",Vegetables,Vegetables,6950.5,365.5,
6477,India,30,Goa,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Coarse Cereals,4.8,4,1200
6478,India,30,Goa,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Pulses,5.1,6,850
6479,India,30,Goa,1991,"Financial Year (Apr - Mar), 1991",Foodgrains,Rice,137.2,54.1,2536
6480,India,30,Goa,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Oilseeds,1.5,0.9,1667
6481,India,30,Goa,1991,"Financial Year (Apr - Mar), 1991",Non Foodgrains,Sugarcane,88,1.9,46316
6482,India,30,Goa,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Coarse Cereals,4.3,4,1075
6483,India,30,Goa,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Pulses,4.6,6.4,719
6484,India,30,Goa,1992,"Financial Year (Apr - Mar), 1992",Foodgrains,Rice,140.4,54.8,2562
6485,India,30,Goa,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Oilseeds,1.7,0.9,1889
6486,India,30,Goa,1992,"Financial Year (Apr - Mar), 1992",Non Foodgrains,Sugarcane,80.4,1.9,42316
6487,India,30,Goa,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Coarse Cereals,3.6,3.9,923
6488,India,30,Goa,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Pulses,5.1,7.3,699
6489,India,30,Goa,1993,"Financial Year (Apr - Mar), 1993",Foodgrains,Rice,137.8,54.7,2519
6490,India,30,Goa,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Oilseeds,2,1.1,1818
6491,India,30,Goa,1993,"Financial Year (Apr - Mar), 1993",Non Foodgrains,Sugarcane,71.4,1.6,44625
6492,India,30,Goa,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Coarse Cereals,2.9,3.1,935
6493,India,30,Goa,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Pulses,4.8,8.5,565
6494,India,30,Goa,1994,"Financial Year (Apr - Mar), 1994",Foodgrains,Rice,133,53.5,2486
6495,India,30,Goa,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Oilseeds,2.1,1.1,1909
6496,India,30,Goa,1994,"Financial Year (Apr - Mar), 1994",Non Foodgrains,Sugarcane,53.7,1.4,38357
6497,India,30,Goa,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Coarse Cereals,3,2.9,1034
6498,India,30,Goa,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Pulses,5.4,10.1,535
6499,India,30,Goa,1995,"Financial Year (Apr - Mar), 1995",Foodgrains,Rice,128.1,53.5,2394
6500,India,30,Goa,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Oilseeds,1.9,1.2,1583
6501,India,30,Goa,1995,"Financial Year (Apr - Mar), 1995",Non Foodgrains,Sugarcane,55,1.4,39286
6502,India,30,Goa,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Coarse Cereals,3.9,3,1300
6503,India,30,Goa,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Pulses,7.9,9.9,798
6504,India,30,Goa,1996,"Financial Year (Apr - Mar), 1996",Foodgrains,Rice,148,53.6,2761
6505,India,30,Goa,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Oilseeds,2.7,1.4,1929
6506,India,30,Goa,1996,"Financial Year (Apr - Mar), 1996",Non Foodgrains,Sugarcane,58,1.3,44615
6507,India,30,Goa,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Coarse Cereals,3.1,3,1033
6508,India,30,Goa,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Pulses,7.8,10.3,757
6509,India,30,Goa,1997,"Financial Year (Apr - Mar), 1997",Foodgrains,Rice,147.5,55.5,2658
6510,India,30,Goa,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Oilseeds,2.5,1.5,1667
6511,India,30,Goa,1997,"Financial Year (Apr - Mar), 1997",Non Foodgrains,Sugarcane,62.4,1.3,48000
6512,India,30,Goa,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Coarse Cereals,3.7,2.8,1321
6513,India,30,Goa,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Pulses,9.5,9.9,960
6514,India,30,Goa,1998,"Financial Year (Apr - Mar), 1998",Foodgrains,Rice,151.2,56.4,2681
6515,India,30,Goa,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Oilseeds,2.5,1.4,1786
6516,India,30,Goa,1998,"Financial Year (Apr - Mar), 1998",Non Foodgrains,Sugarcane,64,1.3,69110
6517,India,30,Goa,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Coarse Cereals,1.9,1.2,1583
6518,India,30,Goa,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Pulses,9,10.2,882
6519,India,30,Goa,1999,"Financial Year (Apr - Mar), 1999",Foodgrains,Rice,208.9,56.7,3684
6520,India,30,Goa,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Oilseeds,2.3,1.3,1769
6521,India,30,Goa,1999,"Financial Year (Apr - Mar), 1999",Non Foodgrains,Sugarcane,68.4,1.3,69877
6522,India,30,Goa,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Coarse Cereals,1.3,0.7,1857
6523,India,30,Goa,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Pulses,9.6,10.8,889
6524,India,30,Goa,2000,"Financial Year (Apr - Mar), 2000",Foodgrains,Rice,142.1,57.2,2484
6525,India,30,Goa,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Oilseeds,3.2,1.8,1778
6526,India,30,Goa,2000,"Financial Year (Apr - Mar), 2000",Non Foodgrains,Sugarcane,72.8,1.3,71439
6527,India,30,Goa,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Coarse Cereals,1.1,0.5,2200
6528,India,30,Goa,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Pulses,8.4,9.4,894
6529,India,30,Goa,2001,"Financial Year (Apr - Mar), 2001",Foodgrains,Rice,126.5,49.4,2561
6530,India,30,Goa,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Oilseeds,2.5,1.6,1563
6531,India,30,Goa,2001,"Financial Year (Apr - Mar), 2001",Non Foodgrains,Sugarcane,70.6,1.2,70902
6532,India,30,Goa,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Coarse Cereals,1.1,0.6,1833
6533,India,30,Goa,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Pulses,7.5,9.4,798
6534,India,30,Goa,2002,"Financial Year (Apr - Mar), 2002",Foodgrains,Rice,134.8,50.2,2685
6535,India,30,Goa,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Oilseeds,4.3,2.4,1792
6536,India,30,Goa,2002,"Financial Year (Apr - Mar), 2002",Non Foodgrains,Sugarcane,65.5,1.2,69351
6537,India,30,Goa,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Coarse Cereals,1.2,0.6,2000
6538,India,30,Goa,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Pulses,9.2,9.8,939
6539,India,30,Goa,2003,"Financial Year (Apr - Mar), 2003",Foodgrains,Rice,170.7,52.8,3233
6540,India,30,Goa,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Oilseeds,5.7,3.3,1727
6541,India,30,Goa,2003,"Financial Year (Apr - Mar), 2003",Non Foodgrains,Sugarcane,57.6,1.2,71820
6542,India,30,Goa,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Coarse Cereals,1.1,0.6,1833
6543,India,30,Goa,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Pulses,9.4,10.4,904
6544,India,30,Goa,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Rice,145.2,52.4,2771
6545,India,30,Goa,2004,"Financial Year (Apr - Mar), 2004",Foodgrains,Wheat,,,
6546,India,30,Goa,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Oilseeds,5.4,3.4,1588
6547,India,30,Goa,2004,"Financial Year (Apr - Mar), 2004",Non Foodgrains,Sugarcane,60.6,1.2,74072
6548,India,30,Goa,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Coarse Cereals,1,0.5,2000
6549,India,30,Goa,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Pulses,11.5,11,1045
6550,India,30,Goa,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Rice,147.3,52.2,2822
6551,India,30,Goa,2005,"Financial Year (Apr - Mar), 2005",Foodgrains,Wheat,,,
6552,India,30,Goa,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Oilseeds,7.9,3.3,2394
6553,India,30,Goa,2005,"Financial Year (Apr - Mar), 2005",Non Foodgrains,Sugarcane,55.9,1.1,74010
6554,India,30,Goa,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Coarse Cereals,0.8,0.4,2000
6555,India,30,Goa,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Pulses,16.3,12,1358
6556,India,30,Goa,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Rice,130.3,53,2458
6557,India,30,Goa,2006,"Financial Year (Apr - Mar), 2006",Foodgrains,Wheat,,,
6558,India,30,Goa,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Oilseeds,4.6,2.6,1769
6559,India,30,Goa,2006,"Financial Year (Apr - Mar), 2006",Non Foodgrains,Sugarcane,58,1.1,73037
6560,India,30,Goa,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Coarse Cereals,0.7,0.3,2333
6561,India,30,Goa,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Pulses,11.3,11.4,991
6562,India,30,Goa,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Rice,121.6,52.2,2330
6563,India,30,Goa,2007,"Financial Year (Apr - Mar), 2007",Foodgrains,Wheat,,,
6564,India,30,Goa,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Oilseeds,7,3.7,1892
6565,India,30,Goa,2007,"Financial Year (Apr - Mar), 2007",Non Foodgrains,Sugarcane,56,1,71991
6566,India,30,Goa,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Coarse Cereals,0.8,0.3,2667
6567,India,30,Goa,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Pulses,10.2,9.9,1030
6568,India,30,Goa,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Rice,123.3,50,2466
6569,India,30,Goa,2008,"Financial Year (Apr - Mar), 2008",Foodgrains,Wheat,,,
6570,India,30,Goa,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Oilseeds,8.2,3.8,2158
6571,India,30,Goa,2008,"Financial Year (Apr - Mar), 2008",Non Foodgrains,Sugarcane,49.3,1,70181
