ROWID,Country,State lgd code,State,YearCode,Year,Gender,Life expectancy
990,India,23,Madhya Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Total,63.8
991,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Female,66
992,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Male,62.5
993,India,23,Madhya Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Total,64.2
994,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Female,66.5
995,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Male,63.2
996,India,23,Madhya Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Total,64.8
997,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
998,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Male,63.7
999,India,23,Madhya Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Total,65.4
1000,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Female,67.9
1001,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Male,64.2
1002,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Total,66
1003,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Female,68.5
1004,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Male,64.8
1005,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Total,66.5
1006,India,24,Gujarat,1995,"Calendar Year (Jan - Dec), 1995",Total,61
1007,India,24,Gujarat,1997,"Calendar Year (Jan - Dec), 1997",Female,62.9
1008,India,24,Gujarat,1997,"Calendar Year (Jan - Dec), 1997",Male,60.9
1009,India,24,Gujarat,1997,"Calendar Year (Jan - Dec), 1997",Total,61.9
1010,India,24,Gujarat,1998,"Calendar Year (Jan - Dec), 1998",Female,63.3
1011,India,24,Gujarat,1998,"Calendar Year (Jan - Dec), 1998",Male,61.4
1012,India,24,Gujarat,1998,"Calendar Year (Jan - Dec), 1998",Total,62.4
1013,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Female,65.6
1014,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Male,62.7
1015,India,24,Gujarat,1999,"Calendar Year (Jan - Dec), 1999",Total,64.1
1016,India,24,Gujarat,2000,"Calendar Year (Jan - Dec), 2000",Female,65.8
1017,India,24,Gujarat,2000,"Calendar Year (Jan - Dec), 2000",Male,63
1018,India,24,Gujarat,2000,"Calendar Year (Jan - Dec), 2000",Total,64.4
1019,India,24,Gujarat,2001,"Calendar Year (Jan - Dec), 2001",Female,66.3
1020,India,24,Gujarat,2001,"Calendar Year (Jan - Dec), 2001",Male,63.1
1021,India,24,Gujarat,2001,"Calendar Year (Jan - Dec), 2001",Total,64.7
1022,India,24,Gujarat,2002,"Calendar Year (Jan - Dec), 2002",Female,66.7
1023,India,24,Gujarat,2002,"Calendar Year (Jan - Dec), 2002",Male,63
1024,India,24,Gujarat,2002,"Calendar Year (Jan - Dec), 2002",Total,64.8
1025,India,24,Gujarat,2003,"Calendar Year (Jan - Dec), 2003",Female,67.2
1026,India,24,Gujarat,2003,"Calendar Year (Jan - Dec), 2003",Male,63
1027,India,24,Gujarat,2003,"Calendar Year (Jan - Dec), 2003",Total,65
1028,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Female,67.6
1029,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Male,63.7
1030,India,24,Gujarat,2004,"Calendar Year (Jan - Dec), 2004",Total,65.6
1031,India,24,Gujarat,2005,"Calendar Year (Jan - Dec), 2005",Female,67.8
1032,India,24,Gujarat,2005,"Calendar Year (Jan - Dec), 2005",Male,63.7
1033,India,24,Gujarat,2005,"Calendar Year (Jan - Dec), 2005",Total,65.7
1034,India,24,Gujarat,2006,"Calendar Year (Jan - Dec), 2006",Female,68
1035,India,24,Gujarat,2006,"Calendar Year (Jan - Dec), 2006",Male,63.8
1036,India,24,Gujarat,2006,"Calendar Year (Jan - Dec), 2006",Total,65.8
1037,India,24,Gujarat,2007,"Calendar Year (Jan - Dec), 2007",Female,68.3
1038,India,24,Gujarat,2007,"Calendar Year (Jan - Dec), 2007",Male,64
1039,India,24,Gujarat,2007,"Calendar Year (Jan - Dec), 2007",Total,66.1
1040,India,24,Gujarat,2008,"Calendar Year (Jan - Dec), 2008",Female,68.7
1041,India,24,Gujarat,2008,"Calendar Year (Jan - Dec), 2008",Male,64.3
1042,India,24,Gujarat,2008,"Calendar Year (Jan - Dec), 2008",Total,66.4
1043,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Female,68.7
1044,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Male,64.4
1045,India,24,Gujarat,2009,"Calendar Year (Jan - Dec), 2009",Total,66.4
1046,India,24,Gujarat,2010,"Calendar Year (Jan - Dec), 2010",Female,69
1047,India,24,Gujarat,2010,"Calendar Year (Jan - Dec), 2010",Male,64.9
1048,India,24,Gujarat,2010,"Calendar Year (Jan - Dec), 2010",Total,66.8
1049,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Female,69.6
1050,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Male,65.2
1051,India,24,Gujarat,2011,"Calendar Year (Jan - Dec), 2011",Total,67.3
1052,India,24,Gujarat,2012,"Calendar Year (Jan - Dec), 2012",Female,70.1
1053,India,24,Gujarat,2012,"Calendar Year (Jan - Dec), 2012",Male,65.5
1054,India,24,Gujarat,2012,"Calendar Year (Jan - Dec), 2012",Total,67.7
1055,India,24,Gujarat,2013,"Calendar Year (Jan - Dec), 2013",Female,70.5
1056,India,24,Gujarat,2013,"Calendar Year (Jan - Dec), 2013",Male,66
1057,India,24,Gujarat,2013,"Calendar Year (Jan - Dec), 2013",Total,68.2
1058,India,24,Gujarat,2014,"Calendar Year (Jan - Dec), 2014",Female,71
1059,India,24,Gujarat,2014,"Calendar Year (Jan - Dec), 2014",Male,66.6
1060,India,24,Gujarat,2014,"Calendar Year (Jan - Dec), 2014",Total,68.7
1061,India,24,Gujarat,2015,"Calendar Year (Jan - Dec), 2015",Female,71.6
1062,India,24,Gujarat,2015,"Calendar Year (Jan - Dec), 2015",Male,66.9
1063,India,24,Gujarat,2015,"Calendar Year (Jan - Dec), 2015",Total,69.1
1064,India,24,Gujarat,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
1065,India,24,Gujarat,2016,"Calendar Year (Jan - Dec), 2016",Male,67.4
1066,India,24,Gujarat,2016,"Calendar Year (Jan - Dec), 2016",Total,69.5
1067,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Female,72
1068,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Male,67.6
1069,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",Total,69.7
1070,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Female,72.3
1071,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Male,67.8
1072,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",Total,69.9
1073,India,27,Maharashtra,1995,"Calendar Year (Jan - Dec), 1995",Total,64.8
1074,India,27,Maharashtra,1997,"Calendar Year (Jan - Dec), 1997",Female,66.6
1075,India,27,Maharashtra,1997,"Calendar Year (Jan - Dec), 1997",Male,64.1
1076,India,27,Maharashtra,1997,"Calendar Year (Jan - Dec), 1997",Total,65.4
1077,India,27,Maharashtra,1998,"Calendar Year (Jan - Dec), 1998",Female,66.8
1078,India,27,Maharashtra,1998,"Calendar Year (Jan - Dec), 1998",Male,64.3
1079,India,27,Maharashtra,1998,"Calendar Year (Jan - Dec), 1998",Total,65.6
1080,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Female,67.3
1081,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Male,63.8
1082,India,27,Maharashtra,1999,"Calendar Year (Jan - Dec), 1999",Total,65.5
1083,India,27,Maharashtra,2000,"Calendar Year (Jan - Dec), 2000",Female,67.8
1084,India,27,Maharashtra,2000,"Calendar Year (Jan - Dec), 2000",Male,64.2
1085,India,27,Maharashtra,2000,"Calendar Year (Jan - Dec), 2000",Total,65.9
1086,India,27,Maharashtra,2001,"Calendar Year (Jan - Dec), 2001",Female,67.9
1087,India,27,Maharashtra,2001,"Calendar Year (Jan - Dec), 2001",Male,64.3
1088,India,27,Maharashtra,2001,"Calendar Year (Jan - Dec), 2001",Total,66
1089,India,27,Maharashtra,2002,"Calendar Year (Jan - Dec), 2002",Female,68.1
1090,India,27,Maharashtra,2002,"Calendar Year (Jan - Dec), 2002",Male,64.5
1091,India,27,Maharashtra,2002,"Calendar Year (Jan - Dec), 2002",Total,66.2
1092,India,27,Maharashtra,2003,"Calendar Year (Jan - Dec), 2003",Female,68.6
1093,India,27,Maharashtra,2003,"Calendar Year (Jan - Dec), 2003",Male,65
1094,India,27,Maharashtra,2003,"Calendar Year (Jan - Dec), 2003",Total,66.7
1095,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Female,69.2
1096,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Male,65.8
1097,India,27,Maharashtra,2004,"Calendar Year (Jan - Dec), 2004",Total,67.5
1098,India,27,Maharashtra,2005,"Calendar Year (Jan - Dec), 2005",Female,69.7
1099,India,27,Maharashtra,2005,"Calendar Year (Jan - Dec), 2005",Male,66.3
1100,India,27,Maharashtra,2005,"Calendar Year (Jan - Dec), 2005",Total,68
1101,India,27,Maharashtra,2006,"Calendar Year (Jan - Dec), 2006",Female,70.4
1102,India,27,Maharashtra,2006,"Calendar Year (Jan - Dec), 2006",Male,66.8
1103,India,27,Maharashtra,2006,"Calendar Year (Jan - Dec), 2006",Total,68.6
1104,India,27,Maharashtra,2007,"Calendar Year (Jan - Dec), 2007",Female,71
1105,India,27,Maharashtra,2007,"Calendar Year (Jan - Dec), 2007",Male,67.4
1106,India,27,Maharashtra,2007,"Calendar Year (Jan - Dec), 2007",Total,69.1
1107,India,27,Maharashtra,2008,"Calendar Year (Jan - Dec), 2008",Female,71.6
1108,India,27,Maharashtra,2008,"Calendar Year (Jan - Dec), 2008",Male,67.6
1109,India,27,Maharashtra,2008,"Calendar Year (Jan - Dec), 2008",Total,69.5
1110,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Female,71.9
1111,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Male,67.6
1112,India,27,Maharashtra,2009,"Calendar Year (Jan - Dec), 2009",Total,69.6
1113,India,27,Maharashtra,2010,"Calendar Year (Jan - Dec), 2010",Female,71.9
1114,India,27,Maharashtra,2010,"Calendar Year (Jan - Dec), 2010",Male,67.9
1115,India,27,Maharashtra,2010,"Calendar Year (Jan - Dec), 2010",Total,69.9
1116,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Female,72.4
1117,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Male,68.3
1118,India,27,Maharashtra,2011,"Calendar Year (Jan - Dec), 2011",Total,70.3
1119,India,27,Maharashtra,2012,"Calendar Year (Jan - Dec), 2012",Female,72.9
1120,India,27,Maharashtra,2012,"Calendar Year (Jan - Dec), 2012",Male,68.8
1121,India,27,Maharashtra,2012,"Calendar Year (Jan - Dec), 2012",Total,70.8
1122,India,27,Maharashtra,2013,"Calendar Year (Jan - Dec), 2013",Female,73.4
1123,India,27,Maharashtra,2013,"Calendar Year (Jan - Dec), 2013",Male,69.4
1124,India,27,Maharashtra,2013,"Calendar Year (Jan - Dec), 2013",Total,71.3
1125,India,27,Maharashtra,2014,"Calendar Year (Jan - Dec), 2014",Female,73.6
1126,India,27,Maharashtra,2014,"Calendar Year (Jan - Dec), 2014",Male,69.9
1127,India,27,Maharashtra,2014,"Calendar Year (Jan - Dec), 2014",Total,71.6
1128,India,27,Maharashtra,2015,"Calendar Year (Jan - Dec), 2015",Female,73.9
1129,India,27,Maharashtra,2015,"Calendar Year (Jan - Dec), 2015",Male,70.3
1130,India,27,Maharashtra,2015,"Calendar Year (Jan - Dec), 2015",Total,72
1131,India,27,Maharashtra,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
1132,India,27,Maharashtra,2016,"Calendar Year (Jan - Dec), 2016",Male,70.8
1133,India,27,Maharashtra,2016,"Calendar Year (Jan - Dec), 2016",Total,72.2
1134,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Female,73.9
1135,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Male,71.2
1136,India,27,Maharashtra,2017,"Calendar Year (Jan - Dec), 2017",Total,72.5
1137,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Female,73.8
1138,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Male,71.3
1139,India,27,Maharashtra,2018,"Calendar Year (Jan - Dec), 2018",Total,72.5
1140,India,28,Andhra Pradesh,1995,"Calendar Year (Jan - Dec), 1995",Total,61.8
1141,India,28,Andhra Pradesh,1997,"Calendar Year (Jan - Dec), 1997",Female,63.5
1142,India,28,Andhra Pradesh,1997,"Calendar Year (Jan - Dec), 1997",Male,61.2
1143,India,28,Andhra Pradesh,1997,"Calendar Year (Jan - Dec), 1997",Total,62.4
1144,India,28,Andhra Pradesh,1998,"Calendar Year (Jan - Dec), 1998",Female,63.7
1145,India,28,Andhra Pradesh,1998,"Calendar Year (Jan - Dec), 1998",Male,61.4
1146,India,28,Andhra Pradesh,1998,"Calendar Year (Jan - Dec), 1998",Total,62.6
1147,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Female,64.1
1148,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Male,60.9
1149,India,28,Andhra Pradesh,1999,"Calendar Year (Jan - Dec), 1999",Total,62.5
1150,India,28,Andhra Pradesh,2000,"Calendar Year (Jan - Dec), 2000",Female,64.4
1151,India,28,Andhra Pradesh,2000,"Calendar Year (Jan - Dec), 2000",Male,61.1
1152,India,28,Andhra Pradesh,2000,"Calendar Year (Jan - Dec), 2000",Total,62.7
1153,India,28,Andhra Pradesh,2001,"Calendar Year (Jan - Dec), 2001",Female,65.1
1154,India,28,Andhra Pradesh,2001,"Calendar Year (Jan - Dec), 2001",Male,61
1155,India,28,Andhra Pradesh,2001,"Calendar Year (Jan - Dec), 2001",Total,63
1156,India,28,Andhra Pradesh,2002,"Calendar Year (Jan - Dec), 2002",Female,65.6
1157,India,28,Andhra Pradesh,2002,"Calendar Year (Jan - Dec), 2002",Male,61.3
1158,India,28,Andhra Pradesh,2002,"Calendar Year (Jan - Dec), 2002",Total,63.4
1159,India,28,Andhra Pradesh,2003,"Calendar Year (Jan - Dec), 2003",Female,66.3
1160,India,28,Andhra Pradesh,2003,"Calendar Year (Jan - Dec), 2003",Male,61.7
1161,India,28,Andhra Pradesh,2003,"Calendar Year (Jan - Dec), 2003",Total,63.9
1162,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Female,67.1
1163,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Male,62.3
1164,India,28,Andhra Pradesh,2004,"Calendar Year (Jan - Dec), 2004",Total,64.6
1165,India,28,Andhra Pradesh,2005,"Calendar Year (Jan - Dec), 2005",Female,67.5
1166,India,28,Andhra Pradesh,2005,"Calendar Year (Jan - Dec), 2005",Male,62.8
1167,India,28,Andhra Pradesh,2005,"Calendar Year (Jan - Dec), 2005",Total,65
1168,India,28,Andhra Pradesh,2006,"Calendar Year (Jan - Dec), 2006",Female,67.8
1169,India,28,Andhra Pradesh,2006,"Calendar Year (Jan - Dec), 2006",Male,62.9
1170,India,28,Andhra Pradesh,2006,"Calendar Year (Jan - Dec), 2006",Total,65.3
1171,India,28,Andhra Pradesh,2007,"Calendar Year (Jan - Dec), 2007",Female,68
1172,India,28,Andhra Pradesh,2007,"Calendar Year (Jan - Dec), 2007",Male,63.2
1173,India,28,Andhra Pradesh,2007,"Calendar Year (Jan - Dec), 2007",Total,65.5
1174,India,28,Andhra Pradesh,2008,"Calendar Year (Jan - Dec), 2008",Female,68.1
1175,India,28,Andhra Pradesh,2008,"Calendar Year (Jan - Dec), 2008",Male,63.5
1176,India,28,Andhra Pradesh,2008,"Calendar Year (Jan - Dec), 2008",Total,65.7
1177,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Female,67.9
1178,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Male,63.4
1179,India,28,Andhra Pradesh,2009,"Calendar Year (Jan - Dec), 2009",Total,65.6
1180,India,28,Andhra Pradesh,2010,"Calendar Year (Jan - Dec), 2010",Female,68.2
1181,India,28,Andhra Pradesh,2010,"Calendar Year (Jan - Dec), 2010",Male,63.5
1182,India,28,Andhra Pradesh,2010,"Calendar Year (Jan - Dec), 2010",Total,65.8
1183,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Female,68.6
1184,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Male,64
1185,India,28,Andhra Pradesh,2011,"Calendar Year (Jan - Dec), 2011",Total,66.3
1186,India,28,Andhra Pradesh,2012,"Calendar Year (Jan - Dec), 2012",Female,69.4
1187,India,28,Andhra Pradesh,2012,"Calendar Year (Jan - Dec), 2012",Male,64.7
1188,India,28,Andhra Pradesh,2012,"Calendar Year (Jan - Dec), 2012",Total,67
1189,India,28,Andhra Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Female,70.4
1190,India,28,Andhra Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Male,65.5
1191,India,28,Andhra Pradesh,2013,"Calendar Year (Jan - Dec), 2013",Total,67.9
1192,India,28,Andhra Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Female,70.8
1193,India,28,Andhra Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Male,66.3
1194,India,28,Andhra Pradesh,2014,"Calendar Year (Jan - Dec), 2014",Total,68.5
1195,India,28,Andhra Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Female,71.2
1196,India,28,Andhra Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Male,67.1
1197,India,28,Andhra Pradesh,2015,"Calendar Year (Jan - Dec), 2015",Total,69
1198,India,28,Andhra Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Female,71.4
1199,India,28,Andhra Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Male,68
1200,India,28,Andhra Pradesh,2016,"Calendar Year (Jan - Dec), 2016",Total,69.6
1201,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Female,71.2
1202,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Male,68.3
1203,India,28,Andhra Pradesh,2017,"Calendar Year (Jan - Dec), 2017",Total,69.7
1204,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Female,71.4
1205,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Male,68.7
1206,India,28,Andhra Pradesh,2018,"Calendar Year (Jan - Dec), 2018",Total,70
1207,India,29,Karnataka,1995,"Calendar Year (Jan - Dec), 1995",Total,62.5
1208,India,29,Karnataka,1997,"Calendar Year (Jan - Dec), 1997",Female,64.9
1209,India,29,Karnataka,1997,"Calendar Year (Jan - Dec), 1997",Male,61.6
1210,India,29,Karnataka,1997,"Calendar Year (Jan - Dec), 1997",Total,63.3
1211,India,29,Karnataka,1998,"Calendar Year (Jan - Dec), 1998",Female,65.3
1212,India,29,Karnataka,1998,"Calendar Year (Jan - Dec), 1998",Male,62
1213,India,29,Karnataka,1998,"Calendar Year (Jan - Dec), 1998",Total,63.7
1214,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Female,66.2
1215,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Male,62.7
1216,India,29,Karnataka,1999,"Calendar Year (Jan - Dec), 1999",Total,64.4
1217,India,29,Karnataka,2000,"Calendar Year (Jan - Dec), 2000",Female,66.7
1218,India,29,Karnataka,2000,"Calendar Year (Jan - Dec), 2000",Male,62.6
1219,India,29,Karnataka,2000,"Calendar Year (Jan - Dec), 2000",Total,64.5
1220,India,29,Karnataka,2001,"Calendar Year (Jan - Dec), 2001",Female,67.1
1221,India,29,Karnataka,2001,"Calendar Year (Jan - Dec), 2001",Male,62.4
1222,India,29,Karnataka,2001,"Calendar Year (Jan - Dec), 2001",Total,64.6
1223,India,29,Karnataka,2002,"Calendar Year (Jan - Dec), 2002",Female,67.7
1224,India,29,Karnataka,2002,"Calendar Year (Jan - Dec), 2002",Male,62.6
1225,India,29,Karnataka,2002,"Calendar Year (Jan - Dec), 2002",Total,65
1226,India,29,Karnataka,2003,"Calendar Year (Jan - Dec), 2003",Female,68
1227,India,29,Karnataka,2003,"Calendar Year (Jan - Dec), 2003",Male,63
1228,India,29,Karnataka,2003,"Calendar Year (Jan - Dec), 2003",Total,65.4
1229,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Female,68.6
1230,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Male,63.3
1231,India,29,Karnataka,2004,"Calendar Year (Jan - Dec), 2004",Total,65.8
1232,India,29,Karnataka,2005,"Calendar Year (Jan - Dec), 2005",Female,68.5
1233,India,29,Karnataka,2005,"Calendar Year (Jan - Dec), 2005",Male,63.9
1234,India,29,Karnataka,2005,"Calendar Year (Jan - Dec), 2005",Total,66.1
1235,India,29,Karnataka,2006,"Calendar Year (Jan - Dec), 2006",Female,68.8
1236,India,29,Karnataka,2006,"Calendar Year (Jan - Dec), 2006",Male,64.4
1237,India,29,Karnataka,2006,"Calendar Year (Jan - Dec), 2006",Total,66.5
1238,India,29,Karnataka,2007,"Calendar Year (Jan - Dec), 2007",Female,69
1239,India,29,Karnataka,2007,"Calendar Year (Jan - Dec), 2007",Male,64.4
1240,India,29,Karnataka,2007,"Calendar Year (Jan - Dec), 2007",Total,66.6
1241,India,29,Karnataka,2008,"Calendar Year (Jan - Dec), 2008",Female,69.2
1242,India,29,Karnataka,2008,"Calendar Year (Jan - Dec), 2008",Male,64.4
1243,India,29,Karnataka,2008,"Calendar Year (Jan - Dec), 2008",Total,66.7
1244,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Female,69.2
1245,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Male,64.6
1246,India,29,Karnataka,2009,"Calendar Year (Jan - Dec), 2009",Total,66.8
1247,India,29,Karnataka,2010,"Calendar Year (Jan - Dec), 2010",Female,69.7
1248,India,29,Karnataka,2010,"Calendar Year (Jan - Dec), 2010",Male,64.9
1249,India,29,Karnataka,2010,"Calendar Year (Jan - Dec), 2010",Total,67.2
1250,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Female,70
1251,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Male,65.2
1252,India,29,Karnataka,2011,"Calendar Year (Jan - Dec), 2011",Total,67.5
1253,India,29,Karnataka,2012,"Calendar Year (Jan - Dec), 2012",Female,70.3
1254,India,29,Karnataka,2012,"Calendar Year (Jan - Dec), 2012",Male,65.8
1255,India,29,Karnataka,2012,"Calendar Year (Jan - Dec), 2012",Total,68
1256,India,29,Karnataka,2013,"Calendar Year (Jan - Dec), 2013",Female,70.8
1257,India,29,Karnataka,2013,"Calendar Year (Jan - Dec), 2013",Male,66.4
1258,India,29,Karnataka,2013,"Calendar Year (Jan - Dec), 2013",Total,68.5
1259,India,29,Karnataka,2014,"Calendar Year (Jan - Dec), 2014",Female,70.8
1260,India,29,Karnataka,2014,"Calendar Year (Jan - Dec), 2014",Male,66.9
1261,India,29,Karnataka,2014,"Calendar Year (Jan - Dec), 2014",Total,68.8
1262,India,29,Karnataka,2015,"Calendar Year (Jan - Dec), 2015",Female,70.9
1263,India,29,Karnataka,2015,"Calendar Year (Jan - Dec), 2015",Male,67.2
1264,India,29,Karnataka,2015,"Calendar Year (Jan - Dec), 2015",Total,69
1265,India,29,Karnataka,2016,"Calendar Year (Jan - Dec), 2016",Female,68.5
1266,India,29,Karnataka,2016,"Calendar Year (Jan - Dec), 2016",Male,67.6
1267,India,29,Karnataka,2016,"Calendar Year (Jan - Dec), 2016",Total,69.1
1268,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Female,70.8
1269,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Male,67.7
1270,India,29,Karnataka,2017,"Calendar Year (Jan - Dec), 2017",Total,69.2
1271,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Female,70.9
1272,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Male,67.9
1273,India,29,Karnataka,2018,"Calendar Year (Jan - Dec), 2018",Total,69.4
1274,India,32,Kerala,1995,"Calendar Year (Jan - Dec), 1995",Total,72.9
1275,India,32,Kerala,1997,"Calendar Year (Jan - Dec), 1997",Female,75.9
1276,India,32,Kerala,1997,"Calendar Year (Jan - Dec), 1997",Male,70.4
1277,India,32,Kerala,1997,"Calendar Year (Jan - Dec), 1997",Total,73.2
1278,India,32,Kerala,1998,"Calendar Year (Jan - Dec), 1998",Female,76
1279,India,32,Kerala,1998,"Calendar Year (Jan - Dec), 1998",Male,70.5
1280,India,32,Kerala,1998,"Calendar Year (Jan - Dec), 1998",Total,73.3
1281,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Female,74.9
1282,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Male,68.8
1283,India,32,Kerala,1999,"Calendar Year (Jan - Dec), 1999",Total,71.7
1284,India,32,Kerala,2000,"Calendar Year (Jan - Dec), 2000",Female,74.7
1285,India,32,Kerala,2000,"Calendar Year (Jan - Dec), 2000",Male,68.7
1286,India,32,Kerala,2000,"Calendar Year (Jan - Dec), 2000",Total,71.6
1287,India,32,Kerala,2001,"Calendar Year (Jan - Dec), 2001",Female,74.8
1288,India,32,Kerala,2001,"Calendar Year (Jan - Dec), 2001",Male,68.8
1289,India,32,Kerala,2001,"Calendar Year (Jan - Dec), 2001",Total,71.7
1290,India,32,Kerala,2002,"Calendar Year (Jan - Dec), 2002",Female,74.9
1291,India,32,Kerala,2002,"Calendar Year (Jan - Dec), 2002",Male,69
1292,India,32,Kerala,2002,"Calendar Year (Jan - Dec), 2002",Total,71.9
1293,India,32,Kerala,2003,"Calendar Year (Jan - Dec), 2003",Female,75.3
1294,India,32,Kerala,2003,"Calendar Year (Jan - Dec), 2003",Male,69.7
1295,India,32,Kerala,2003,"Calendar Year (Jan - Dec), 2003",Total,72.5
1296,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Female,76.1
1297,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Male,70.3
1298,India,32,Kerala,2004,"Calendar Year (Jan - Dec), 2004",Total,73.2
1299,India,32,Kerala,2005,"Calendar Year (Jan - Dec), 2005",Female,76.7
1300,India,32,Kerala,2005,"Calendar Year (Jan - Dec), 2005",Male,70.5
1301,India,32,Kerala,2005,"Calendar Year (Jan - Dec), 2005",Total,73.6
1302,India,32,Kerala,2006,"Calendar Year (Jan - Dec), 2006",Female,76.9
1303,India,32,Kerala,2006,"Calendar Year (Jan - Dec), 2006",Male,70.9
1304,India,32,Kerala,2006,"Calendar Year (Jan - Dec), 2006",Total,73.9
1305,India,32,Kerala,2007,"Calendar Year (Jan - Dec), 2007",Female,77
1306,India,32,Kerala,2007,"Calendar Year (Jan - Dec), 2007",Male,71.1
1307,India,32,Kerala,2007,"Calendar Year (Jan - Dec), 2007",Total,74.1
